"","gene","DDcategory","Clusters.combined","Clusters.c1","Clusters.c2","nonzero.pvalue","nonzero.pvalue.adj","zero.pvalue","zero.pvalue.adj","combined.pvalue","combined.pvalue.adj"
"YGR111W","YGR111W","NS",1,1,1,0.633196497407462,0.999395400003608,0.38441788153181,0.999876213385855,0.587353186157989,0.999697018279889
"YGR118W","YGR118W","NS",1,1,1,0.106763148802548,0.999395400003608,0.185845192984317,0.999876213385855,0.0976194532736026,0.999697018279889
"YGR130C","YGR130C","NS",1,1,1,0.160510504707508,0.999395400003608,0.21784656240029,0.999876213385855,0.15222247310373,0.999697018279889
"YGR132C","YGR132C","NS",1,1,2,0.447810145862839,0.999395400003608,0.746577436590622,0.999876213385855,0.700625359168601,0.999697018279889
"YGR135W","YGR135W","NS",1,1,1,0.932594985044795,0.999395400003608,0.066340077736525,0.999876213385855,0.234032492191773,0.999697018279889
"YGR142W","YGR142W","NS",1,1,1,0.0271366282122296,0.999395400003608,0.40263275614242,0.999876213385855,0.060274911885524,0.999697018279889
"YGR146C","YGR146C","NS",1,1,1,0.468184417668,0.999395400003608,0.284915330311796,0.999876213385855,0.402107113432241,0.999697018279889
"YGR148C","YGR148C","NS",1,1,1,0.947067846098127,0.999395400003608,0.407890600581848,0.999876213385855,0.75372584088906,0.999697018279889
"YGR155W","YGR155W","NS",2,1,1,0.964706670269824,0.999395400003608,0.776079671230037,0.999876213385855,0.965383324819711,0.999697018279889
"YGR157W","YGR157W","NS",1,1,1,0.829249463428516,0.999395400003608,0.985892703277716,0.999876213385855,0.982240101715958,0.999697018279889
"YGR161W.C","YGR161W.C","NS",1,1,1,0.240314480257553,0.999395400003608,0.622171504620705,0.999876213385855,0.43365057160412,0.999697018279889
"YGR167W","YGR167W","NS",1,1,2,0.198188310160443,0.999395400003608,0.251499670560647,0.999876213385855,0.199319919634818,0.999697018279889
"YGR180C","YGR180C","NS",1,1,1,0.450052880082,0.999395400003608,0.896515279617397,0.999876213385855,0.769689240007837,0.999697018279889
"YGR182C","YGR182C","NS",1,1,1,0.853534259771978,0.999395400003608,0.951649002640357,0.999876213385855,0.981158160264306,0.999697018279889
"YGR192C","YGR192C","NS",1,1,1,0.07301633608014,0.999395400003608,0.498229599160481,0.999876213385855,0.156930073933385,0.999697018279889
"YGR201C","YGR201C","NS",1,1,1,0.93897797249493,0.999395400003608,0.773579689688365,0.999876213385855,0.958588774488568,0.999697018279889
"YGR209C","YGR209C","NS",1,1,1,0.662585812868119,0.999395400003608,0.104764366106461,0.999876213385855,0.254591105007383,0.999697018279889
"YGR214W","YGR214W","NS",1,1,1,0.922749140270966,0.999395400003608,0.754260911100321,0.999876213385855,0.948231993783767,0.999697018279889
"YGR236C","YGR236C","NS",1,1,1,0.228972920052519,0.999395400003608,0.871058814646079,0.999876213385855,0.520999829560135,0.999697018279889
"YGR243W","YGR243W","NS",1,1,1,0.515019169910041,0.999395400003608,0.910805933725371,0.999876213385855,0.824166997331199,0.999697018279889
"YGR244C","YGR244C","NS",2,1,1,0.965289249223422,0.999395400003608,0.602785238248132,0.999876213385855,0.896953117725202,0.999697018279889
"YGR248W","YGR248W","NS",1,1,1,0.622876114946337,0.999395400003608,0.0234418379010471,0.839178278456363,0.0763160649327784,0.999697018279889
"YGR253C","YGR253C","NS",1,1,1,0.847263024648426,0.999395400003608,0.773210326235888,0.999876213385855,0.932191228066776,0.999697018279889
"YGR254W","YGR254W","NS",1,1,1,0.823146994624747,0.999395400003608,0.326757285789336,0.999876213385855,0.622168467541169,0.999697018279889
"YGR256W","YGR256W","NS",1,1,1,0.207240725710021,0.999395400003608,0.0492224545481913,0.942094885887475,0.0569748630592067,0.999697018279889
"YGR282C","YGR282C","NS",1,1,1,0.897045291185754,0.999395400003608,0.542863127368185,0.999876213385855,0.837372630756607,0.999697018279889
"YGR284C","YGR284C","NS",1,1,2,0.909641523778303,0.999395400003608,0.725985925137197,0.999876213385855,0.934400860477448,0.999697018279889
"YLL061W","YLL061W","NS",1,1,1,0.946476947971257,0.999395400003608,0.0906549949080476,0.999876213385855,0.296509202656446,0.999697018279889
"YLL050C","YLL050C","NS",1,1,1,0.150785439348737,0.999395400003608,0.0415495746389543,0.914742715102354,0.0380463054573042,0.999697018279889
"YLL045C","YLL045C","NS",1,1,1,0.231704876869993,0.999395400003608,0.745640817702751,0.999876213385855,0.476116104019786,0.999697018279889
"YLL041C","YLL041C","NS",1,1,1,0.864567697447598,0.999395400003608,0.206965368230363,0.999876213385855,0.486835283894709,0.999697018279889
"YLL039C","YLL039C","NS",1,1,1,0.647726665774482,0.999395400003608,0.0843337692910769,0.999876213385855,0.21343494769119,0.999697018279889
"YLL027W","YLL027W","NS",1,1,1,0.373464663619348,0.999395400003608,0.256897992129561,0.999876213385855,0.320831900541395,0.999697018279889
"YLL026W","YLL026W","NS",1,1,1,0.969100937970052,0.999395400003608,0.552530455726109,0.999876213385855,0.869922506821487,0.999697018279889
"YLL023C","YLL023C","NS",1,1,1,0.847384542150705,0.999395400003608,0.983412525179639,0.999876213385855,0.985267095959604,0.999697018279889
"YLL018C","YLL018C","NS",1,1,1,0.83987854298186,0.999395400003608,0.189740021598275,0.999876213385855,0.452036279322611,0.999697018279889
"YLR025W","YLR025W","NS",1,1,1,0.318460119066155,0.999395400003608,0.203362916055212,0.999876213385855,0.242020620823313,0.999697018279889
"YLR027C","YLR027C","NS",1,1,1,0.933538740364651,0.999395400003608,0.817403570801598,0.999876213385855,0.969410467713363,0.999697018279889
"YLR028C","YLR028C","NS",2,2,1,0.229882257194321,0.999395400003608,0.666226205045086,0.999876213385855,0.440517804219019,0.999697018279889
"YLR029C","YLR029C","NS",1,1,1,0.524594918736936,0.999395400003608,0.173485020322495,0.999876213385855,0.309139950088546,0.999697018279889
"YLR038C","YLR038C","NS",1,1,1,0.917121933378496,0.999395400003608,0.088341095188162,0.999876213385855,0.284626943962677,0.999697018279889
"YLR043C","YLR043C","NS",1,1,1,0.304826649919913,0.999395400003608,0.764185430957756,0.999876213385855,0.572333561052726,0.999697018279889
"YLR044C","YLR044C","NS",1,1,1,0.350211649580091,0.999395400003608,0.300908765239232,0.999876213385855,0.342508171970997,0.999697018279889
"YLR048W","YLR048W","NS",1,1,1,0.963836506631648,0.999395400003608,0.0866559508823687,0.999876213385855,0.290877912637781,0.999697018279889
"YLR058C","YLR058C","NS",1,1,1,0.192646656136202,0.999395400003608,0.149972894522614,0.999876213385855,0.13128996141857,0.999697018279889
"YLR061W","YLR061W","NS",2,1,1,0.92425865116686,0.999395400003608,0.737598263587897,0.999876213385855,0.942916088123094,0.999697018279889
"YLR075W","YLR075W","NS",1,1,1,0.594017214501228,0.999395400003608,0.906243024839849,0.999876213385855,0.871705157262072,0.999697018279889
"YLR093C","YLR093C","NS",1,1,1,0.530978360607336,0.999395400003608,0.261253228029918,0.999876213385855,0.412732932213414,0.999697018279889
"YLR109W","YLR109W","NS",1,1,1,0.616931647812767,0.999395400003608,0.580823391906297,0.999876213385855,0.726082700442325,0.999697018279889
"YLR110C","YLR110C","NS",1,1,1,0.555224624632513,0.999395400003608,0.430171096842257,0.999876213385855,0.58085193327937,0.999697018279889
"YLR120C","YLR120C","NS",1,2,1,0.321152637422469,0.999395400003608,0.768161880671001,0.999876213385855,0.591973043089714,0.999697018279889
"YLR150W","YLR150W","NS",1,1,1,0.583039736878609,0.999395400003608,0.969263797356407,0.999876213385855,0.887643299179409,0.999697018279889
"YLR164W","YLR164W","NS",1,1,1,0.0325017280253034,0.999395400003608,0.53483151636237,0.999876213385855,0.0878232713567681,0.999697018279889
"YLR167W","YLR167W","NS",1,1,1,0.279322426262467,0.999395400003608,0.413033026030878,0.999876213385855,0.364522988371868,0.999697018279889
"YLR172C","YLR172C","NS",1,1,1,0.493738873413142,0.999395400003608,0.226459460171415,0.999876213385855,0.356784626269045,0.999697018279889
"YLR174W","YLR174W","NS",1,1,1,0.81963516103289,0.999395400003608,0.415957255711732,0.999876213385855,0.707800742212703,0.999697018279889
"YLR178C","YLR178C","NS",1,1,1,0.118961617221774,0.999395400003608,0.175699792154,0.999876213385855,0.10174725139472,0.999697018279889
"YLR185W","YLR185W","NS",1,2,1,0.313337271397808,0.999395400003608,0.995461585848241,0.999876213385855,0.67530388985484,0.999697018279889
"YLR193C","YLR193C","NS",1,1,1,0.514580011301896,0.999395400003608,0.89744872112979,0.999876213385855,0.81860456506707,0.999697018279889
"YLR216C","YLR216C","NS",1,1,1,0.29378442360101,0.999395400003608,0.306566708197463,0.999876213385855,0.306870451125829,0.999697018279889
"YLR220W","YLR220W","NS",1,1,1,0.894195502774332,0.999395400003608,0.763369560261349,0.999876213385855,0.943248866681665,0.999697018279889
"YLR229C","YLR229C","NS",1,1,2,0.855779373437478,0.999395400003608,0.733699554987349,0.999876213385855,0.920101555007159,0.999697018279889
"YLR248W","YLR248W","NS",2,1,2,0.732262708687804,0.999395400003608,0.543859246659867,0.999876213385855,0.764906966283597,0.999697018279889
"YLR250W","YLR250W","NS",1,1,1,0.116037117246617,0.999395400003608,0.407053142727562,0.999876213385855,0.191420240964047,0.999697018279889
"YLR257W","YLR257W","NS",1,1,1,0.957898042316608,0.999395400003608,0.0128426341965738,0.826790377553703,0.0664058255679933,0.999697018279889
"YLR258W","YLR258W","NS",2,2,1,0.344947450948236,0.999395400003608,0.463508066053698,0.999876213385855,0.453003943405407,0.999697018279889
"YLR259C","YLR259C","NS",1,1,1,0.342233741525262,0.999395400003608,0.227782384551597,0.999876213385855,0.276866348091574,0.999697018279889
"YLR264W","YLR264W","NS",1,1,1,0.725829899716749,0.999395400003608,0.619522928881309,0.999876213385855,0.809063448315116,0.999697018279889
"YLR270W","YLR270W","NS",1,1,1,0.34240586205777,0.999395400003608,0.826854483613713,0.999876213385855,0.640384499196757,0.999697018279889
"YLR284C","YLR284C","NS",2,1,1,0.0856491241585912,0.999395400003608,0.895702060709559,0.999876213385855,0.273695701933122,0.999697018279889
"YLR287C.A","YLR287C.A","NS",1,1,1,0.93648885743046,0.999395400003608,0.769348282802653,0.999876213385855,0.956682448131764,0.999697018279889
"YLR290C","YLR290C","NS",1,1,1,0.564137512232883,0.999395400003608,0.659467577726767,0.999876213385855,0.739886508848582,0.999697018279889
"YLR293C","YLR293C","NS",1,1,1,0.51387903694773,0.999395400003608,0.521401532484263,0.999876213385855,0.620811358167262,0.999697018279889
"YLR294C","YLR294C","NS",1,1,1,0.957110112661301,0.999395400003608,0.723377971517948,0.999876213385855,0.946902814561352,0.999697018279889
"YLR297W","YLR297W","NS",1,1,1,0.21127677527102,0.999395400003608,0.866920056969659,0.999876213385855,0.494055028918384,0.999697018279889
"YLR303W","YLR303W","NS",1,1,1,0.362606490036061,0.999395400003608,0.0582135805410998,0.998120349694273,0.102547241738669,0.999697018279889
